7.924107142857143016e-01,9.917091836734694132e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.188775510204081378e-04,6.377551020408162756e-04,4.272959183673469274e-02,5.420918367346938722e-03,5.102040816326530205e-03,5.420918367346938549e-02
4.158163265306122347e-01,2.812500000000000000e-01,1.084183673469387744e-02,2.869897959183673620e-03,5.420918367346938722e-03,2.264030612244898044e-02,8.450255102040815647e-02,3.475765306122449022e-02,1.530612244897959148e-02,1.265943877551020391e-01
3.211096938775510057e-01,2.225765306122448883e-01,5.420918367346938722e-03,2.869897959183673620e-03,6.058673469387754890e-03,5.420918367346938722e-03,2.512755102040816202e-01,1.052295918367346927e-01,1.849489795918367319e-02,6.154336734693877792e-02
3.539540816326530726e-01,1.128826530612244833e-01,1.275510204081632551e-03,0.000000000000000000e+00,7.653061224489795741e-03,6.377551020408163407e-02,2.110969387755101956e-01,6.919642857142857539e-02,3.029336734693877445e-02,1.498724489795918435e-01
2.056760204081632681e-01,3.507653061224489527e-02,2.869897959183673620e-03,6.377551020408162756e-04,9.885204081632653628e-03,3.156887755102040505e-02,3.166454081632653073e-01,1.450892857142857262e-01,4.464285714285714385e-02,2.079081632653061174e-01
1.575255102040816202e-01,8.386479591836734637e-02,0.000000000000000000e+00,1.594387755102040852e-03,9.566326530612245110e-03,3.507653061224489527e-02,3.580994897959183798e-01,1.875000000000000000e-01,2.710459183673469274e-02,1.396683673469387710e-01
3.883928571428571508e-01,3.172831632653061451e-01,6.377551020408162756e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.594387755102040852e-03,1.913265306122449022e-02,2.869897959183673533e-02,1.275510204081632681e-02,2.315051020408163129e-01
9.598214285714286309e-02,8.290816326530611735e-02,3.188775510204081703e-03,3.507653061224489787e-03,1.403061224489795915e-02,1.202168367346938826e-01,3.765943877551020669e-01,1.023596938775510196e-01,4.145408163265305868e-02,1.597576530612244972e-01
6.313775510204081010e-02,5.676020408163265363e-02,5.739795918367347240e-03,5.420918367346938722e-03,2.487244897959183659e-02,1.374362244897959218e-01,4.553571428571428492e-01,1.760204081632653073e-01,2.072704081632652934e-02,5.452806122448979748e-02
2.302295918367346927e-01,1.871811224489795811e-01,8.609693877551019559e-03,8.290816326530612776e-03,3.316326530612245110e-02,1.479591836734693855e-01,2.063137755102040782e-01,1.020408163265306145e-01,1.690051020408163407e-02,5.931122448979592177e-02
7.844387755102041337e-01,9.119897959183673186e-02,6.377551020408162756e-04,0.000000000000000000e+00,0.000000000000000000e+00,2.869897959183673620e-03,3.954081632653061451e-02,9.566326530612245110e-03,8.928571428571428076e-03,6.281887755102040505e-02
4.304846938775510057e-01,2.742346938775510057e-01,1.275510204081632681e-02,3.507653061224489787e-03,6.058673469387754890e-03,3.380102040816326814e-02,5.803571428571428770e-02,2.455357142857142808e-02,2.136479591836734637e-02,1.352040816326530726e-01
2.531887755102040782e-01,8.514030612244898044e-02,1.594387755102040852e-03,3.188775510204081378e-04,1.530612244897959148e-02,5.389030612244898044e-02,2.608418367346938549e-01,1.275510204081632681e-01,3.667091836734694132e-02,1.654974489795918435e-01
