2.258807212215557022e-03,1.972763642494035179e-03,1.909316517244757754e-03,8.337417066800058936e-04,8.125526904253384513e-04,8.696008199785733176e-04,2.106230064647501062e-03,2.102867006915329871e-03,2.288826678849947924e-03,6.388265072464101302e-04,5.119049795529015574e-04,4.099156889563721580e-04,1.817651442098453972e-03,1.908759472571278440e-03,2.186239670446784005e-03,4.868955143833569735e-04,4.200264252255396687e-04,3.548803452535669099e-04,9.970915373835322840e-04,8.337897348784585778e-04,8.467337287432518452e-04,3.848545811190637973e-04,4.693796220523222700e-04,6.143515939676602805e-04,2.107432028881514163e-03,1.602681797573787077e-03,1.296155463668159213e-03,8.620058065274947444e-04,6.717181021902204462e-04,5.472559236829517039e-04,1.847380023130682728e-03,1.846997854152553770e-03,2.055317461521930129e-03,6.877436164850165646e-04,6.143478292880018808e-04,6.190301036740058094e-04,1.899079405870821458e-03,1.880937771708844023e-03,2.049093803328003605e-03,6.742315679551089038e-04,6.898623762155541147e-04,7.016282576890069990e-04,1.497130184489803154e-03,1.408417472739583072e-03,1.508554377059847813e-03,5.261089714043717209e-04,5.714003676970598770e-04,6.299479966366353665e-04,1.953302283245601095e-03,1.907119730326545855e-03,1.998734030030457562e-03,6.692231846446715544e-04,6.827584293464009860e-04,6.991486694513470270e-04
6.520680470203074662e-04,6.678877070072751368e-04,8.854847918349143367e-04,2.430271950470860832e-04,2.651174570745231849e-04,3.052013971958267465e-04,7.252643553185014963e-04,7.395002905543720433e-04,9.436645331092985509e-04,2.298352728050816771e-04,2.509052531491280137e-04,2.881828804474909013e-04,8.835276026475256863e-04,8.999569039862244596e-04,1.146435569411803418e-03,3.639646103480868910e-04,3.786384272719069176e-04,4.130601267503733595e-04,9.451132789111773864e-04,9.427446844145548951e-04,1.144834128882731483e-03,4.362545182589837030e-04,4.727678362957046386e-04,5.184824126586837136e-04,8.042870077103687941e-04,7.983733616903539989e-04,1.000345414733310335e-03,3.325091389955861835e-04,3.508354346368317586e-04,3.969220269754450631e-04,1.052631478574688178e-03,1.039214562100495816e-03,1.210751371411997439e-03,2.436217772121992389e-04,2.537924639242770041e-04,2.938232081106051060e-04,1.125325689271236811e-03,1.147902014262877027e-03,1.358892112056380884e-03,5.904185768238221031e-04,6.013269202814577104e-04,6.224151064319556658e-04,1.541996069727053463e-03,1.570173390993823918e-03,1.812044850046430665e-03,5.265149308918441393e-04,5.020289540885902084e-04,4.842873922246962101e-04,1.546200211114808539e-03,1.413882320078106150e-03,1.552435636684744869e-03,5.269606238951224505e-04,5.161110807276363599e-04,5.262395731564540073e-04
1.021554133484670838e-03,1.059742524460765200e-03,1.328856342827619162e-03,4.721407300834890150e-04,4.682902377504700314e-04,4.726583341563454299e-04,9.730275590325692661e-04,1.059518207852009220e-03,1.398573560385179843e-03,3.968687371324958668e-04,4.288458702803575628e-04,4.950573124920376990e-04,7.668298765154499697e-04,8.456816499963124532e-04,1.133717960151609493e-03,3.000399819382646859e-04,3.475022388572647177e-04,4.285701686024351526e-04,8.697368365767986888e-04,8.846106752432267599e-04,1.113921974321076215e-03,3.302459699324997752e-04,3.928845502367483370e-04,4.703770493132259332e-04,5.283451282958097914e-04,5.481477532613121800e-04,7.636311945802286326e-04,1.815315728550425029e-04,1.938098287521562843e-04,2.253230962224842015e-04,6.361502217559432924e-04,6.630696761848879931e-04,8.726038682586893455e-04,1.634008648789335948e-04,1.561349794085008810e-04,1.536201858390447649e-04,1.148511000404058794e-03,1.246275030049859766e-03,1.559503871924871341e-03,3.605660924488021842e-04,4.209951459111782308e-04,4.885321103357591560e-04,6.790824595805523400e-04,6.769562794444684752e-04,8.700739927894097798e-04,4.059225673353900597e-04,4.469312184198231562e-04,4.731909409191361856e-04,8.255376861515333715e-04,8.512697961157193391e-04,1.080746302377341532e-03,3.224543165150925233e-04,3.542556777799811627e-04,4.168009663280732176e-04
6.516674767825305368e-04,6.599680464657405781e-04,8.571307895586223686e-04,2.631139754372739084e-04,2.785986603171270045e-04,3.331048713310632106e-04,1.367768573176064663e-03,1.353473102203846734e-03,1.486526051052231619e-03,1.138851459200922265e-03,1.103885051899322059e-03,1.062780896617777134e-03,2.922461245993638115e-03,2.872163729039374502e-03,2.913615731523659831e-03,6.865837635122279924e-04,6.452526017525976425e-04,5.870981044903888710e-04,6.448184000058504017e-04,6.531173955905288011e-04,8.466423137277176219e-04,2.885181284760958420e-04,2.907285100383539167e-04,3.085021015656191912e-04,7.606918190902592402e-04,7.476247730997493757e-04,9.247497413392861748e-04,2.208525394339650046e-04,2.116437833955024596e-04,2.227014271796677321e-04,1.136154804485720775e-03,1.155359983977538672e-03,1.415101013458933826e-03,6.756273319839448252e-04,6.740591370205104623e-04,6.424051112636896405e-04,6.947582237802818125e-04,6.699929068634680055e-04,8.192779820906698381e-04,2.386454951576293657e-04,2.450907021627764357e-04,2.580573564923129503e-04,7.621953938667550910e-04,7.678978310737212586e-04,9.800992693832497656e-04,2.931637330629633981e-04,3.045008357323749889e-04,3.322663120578603531e-04,9.855892210232637500e-04,1.021651239660494514e-03,1.309588022379665380e-03,3.111666913189632113e-04,3.494712125069433187e-04,4.008764995407138499e-04
3.322930070721098229e-03,3.240069993138866653e-03,3.200794138461487796e-03,2.266456097125461671e-04,2.253639796212601320e-04,2.239403249320294444e-04,2.753148062359777031e-03,2.707250818961089937e-03,2.766068702051140745e-03,1.044172336279292719e-03,1.000160661009204125e-03,8.697422560062277814e-04,9.955773137428328059e-04,1.073614441046454645e-03,1.366100974703607406e-03,5.389329796529452416e-04,5.225024385590129909e-04,4.993752130540935006e-04,2.687848945860115552e-03,2.644038616566207409e-03,2.737044992742921831e-03,8.125375724970097628e-04,7.710793758153801532e-04,6.856882529208754851e-04,1.195199806653474573e-03,1.249353688764297471e-03,1.552029690628369723e-03,7.870503793321305614e-04,7.649982760720136889e-04,7.227629435841119443e-04,6.619004850248777798e-04,7.293803278391965041e-04,1.003507698228929372e-03,2.863666687942914612e-04,3.297666408711797466e-04,4.161997420411768945e-04,9.735182450173052041e-04,1.037976841493389859e-03,1.309821160002815977e-03,4.107375742170689078e-04,4.629880529977480693e-04,5.314788924422370227e-04,7.767076558865715786e-04,7.900645745914464070e-04,1.013763703365762325e-03,2.412108349248404224e-04,2.562047583226587924e-04,2.934057553730014538e-04,6.592125369239525134e-04,7.054752506347158935e-04,9.416452984702665830e-04,2.042378692948913224e-04,2.209487529878091487e-04,2.544111415704442924e-04
2.112564146331491997e-03,1.794828679474694657e-03,1.704728096757949498e-03,8.543737041989598463e-04,8.150657635139430587e-04,8.658726512156870135e-04,2.149365813258250976e-03,2.114367094574455715e-03,2.283377342706630498e-03,6.800715690324540515e-04,5.357871319141227712e-04,4.292796450128093526e-04,1.757478705276400684e-03,1.850363224638554337e-03,2.148149407108330793e-03,4.512330688314242244e-04,3.902157707342127427e-04,3.368363673459029081e-04,9.563438059803929013e-04,7.818749171176602461e-04,7.804189365167536405e-04,3.192542588839834676e-04,4.135101786229711945e-04,5.453570241570477846e-04,2.158048147242434909e-03,1.649565539118091288e-03,1.343387118827196487e-03,8.571121400591176671e-04,6.603981285251605410e-04,5.273147514211048905e-04,1.911940831257395593e-03,1.916935275428826918e-03,2.113812300519339084e-03,6.888233043703332736e-04,6.253004563737756503e-04,6.106493706346226031e-04,1.937879167835004132e-03,1.932803522165661052e-03,2.115559272671345501e-03,6.732641486923273549e-04,6.673169054680483511e-04,6.421542856902034057e-04,1.561482823263464449e-03,1.469727138074586803e-03,1.588456991557087765e-03,5.651656174132421284e-04,5.870133465182299616e-04,6.114104362243648469e-04,1.885841906693695681e-03,1.846212807538962419e-03,1.947966180660519941e-03,6.380882350473169847e-04,6.488616745900786017e-04,6.636942632007133318e-04
6.866446953993398175e-04,7.078630290169794477e-04,9.329181624235269137e-04,2.487651626886944059e-04,2.760122475669635244e-04,3.207819889906623860e-04,6.914229320389498386e-04,6.945720675101315624e-04,8.992308191734695033e-04,1.938793591029665383e-04,2.153585167628960858e-04,2.403233186016343016e-04,9.132789396001499702e-04,9.272059356938510246e-04,1.181611332756930897e-03,4.190980881460491803e-04,4.307067464396898901e-04,4.505077227868372193e-04,1.028808703340933868e-03,1.030477883479705972e-03,1.244354374526377392e-03,4.871009716386828369e-04,5.162765750756374752e-04,5.617096035973215100e-04,8.324048270966578943e-04,8.154717648376217428e-04,1.018959810988060398e-03,3.328919558517347667e-04,3.422588219649428483e-04,3.834424445985427747e-04,1.061384363400216021e-03,1.047230697117741693e-03,1.216411085704777618e-03,2.323581021559516127e-04,2.414920214495146341e-04,2.818120584464252625e-04,1.096756384012152535e-03,1.109185762368242048e-03,1.312858448046115480e-03,6.025562650907945531e-04,6.140662414626199984e-04,6.412611308310735801e-04,1.540496344163167072e-03,1.551019157806453504e-03,1.778559979203239412e-03,5.528728312684745615e-04,5.485475098792772864e-04,5.457783022764432605e-04,1.484968817791632728e-03,1.357699861216551821e-03,1.508192000932686216e-03,5.178167286635408997e-04,5.028781233806760157e-04,5.267282012188477525e-04
1.075875157615696544e-03,1.096385177164547640e-03,1.352551429673782245e-03,5.447997766287884054e-04,5.309214502817648446e-04,5.138682744522491287e-04,1.030538940340115566e-03,1.125322678090843239e-03,1.475430949431333263e-03,3.898456411745082812e-04,4.199077257341510684e-04,4.975320598731905724e-04,7.392346916980303047e-04,8.138488740296026449e-04,1.094842248331507652e-03,2.717690535077571371e-04,3.241385172659475423e-04,4.056147282070358463e-04,8.792925909167825706e-04,9.064996732171443127e-04,1.144180560144657504e-03,3.430047576300702234e-04,4.119130576259338351e-04,4.955714502291361885e-04,5.151500808505428668e-04,5.263068069154549578e-04,7.434392905068098328e-04,1.615899551984291839e-04,1.753596231825469201e-04,2.082927162370444227e-04,7.118907074353643741e-04,7.373494633491510302e-04,9.481068542541421342e-04,1.684732768231945327e-04,1.774597775529732980e-04,1.908218715443704813e-04,1.145386029655526489e-03,1.242709903592213684e-03,1.553975678105207377e-03,3.226898432356258830e-04,3.730003401643529706e-04,4.303648089808148744e-04,7.206081607049421613e-04,6.921254340516155368e-04,8.870695967872285629e-04,4.004098643262378682e-04,4.406340784055834273e-04,4.816289507719471790e-04,7.822145750375538581e-04,7.645083996338197492e-04,9.656330621977756053e-04,3.170167415685710781e-04,3.339177916413939122e-04,3.741457620127895548e-04
6.457422596247394979e-04,6.668647699941740838e-04,8.826542599610638206e-04,2.656621393884100535e-04,3.021253514515299184e-04,3.633685812717440977e-04,1.226793050190302112e-03,1.220640489311194043e-03,1.399038479468281936e-03,1.033625957629386418e-03,1.011337144441298288e-03,9.514878522149128890e-04,3.043068993449919019e-03,2.989320226427917820e-03,3.029419212358719794e-03,5.030961618489146643e-04,4.803517724983443274e-04,4.231251053690939824e-04,6.483667208108112590e-04,6.443060157977481810e-04,8.403873077916719806e-04,2.348953890025632003e-04,2.432001687064655753e-04,2.584195196763917294e-04,7.437198130280916813e-04,7.458586042744378471e-04,9.423722738914005765e-04,1.816495896350801907e-04,1.895510303238328155e-04,2.059281352018843807e-04,9.585525673404322227e-04,9.912567968363825057e-04,1.288600120704168654e-03,2.900432724055139726e-04,3.019454482583441499e-04,3.313921576527771324e-04,8.057154893834611977e-04,7.970757102290511971e-04,9.990039617498189337e-04,3.241937046142287981e-04,3.441380021687412243e-04,3.890443344670411509e-04,8.753094891207252636e-04,8.873568203797975755e-04,1.123362399655423918e-03,3.288852600916586659e-04,3.499154930863949704e-04,3.835179609578820556e-04,1.096028425492189201e-03,1.130387356724233544e-03,1.405501856383203907e-03,2.892994217866980394e-04,3.050402918365869263e-04,3.327692153220419466e-04
3.335020661011923321e-03,3.252045447203331507e-03,3.224781213017766102e-03,2.230545418945032376e-04,2.121870201136721412e-04,1.943280083118253628e-04,2.983692811426195361e-03,2.925842314049806672e-03,2.962922929399305991e-03,8.746815369651247995e-04,8.371275455947152500e-04,7.247355686576824720e-04,1.234480577003189842e-03,1.289114458993090989e-03,1.549059352556524756e-03,8.408993081339045548e-04,7.947137056477599024e-04,7.065208012997850747e-04,2.756389910721003533e-03,2.706876611089847982e-03,2.788689489351781764e-03,7.250703334726038823e-04,6.890351451074342663e-04,5.930563127669028801e-04,1.341952570183242190e-03,1.394867602693462133e-03,1.689390216871062807e-03,8.786418858452462160e-04,8.367352654454274837e-04,7.742051316441458117e-04,7.554792069333173595e-04,8.286060095406121845e-04,1.133271635107432071e-03,3.137263919069102559e-04,3.575090237962452429e-04,4.411904790712970056e-04,9.514090724008899278e-04,1.002732233244175378e-03,1.271377574077445921e-03,4.254054103887827004e-04,4.707757761768162786e-04,5.300650225289590869e-04,8.088182383376470294e-04,8.219876644614963930e-04,1.055774964497896255e-03,2.152663898933309002e-04,2.347866236660518108e-04,2.746679451488801449e-04,7.018836403172411123e-04,7.553531569599215715e-04,1.012892637365631456e-03,2.188839300171353363e-04,2.502773777568832042e-04,2.919664045914715481e-04
